OPR_DATE,OPR_HOUR,PRICE
10/1/2013,18,49.89
10/1/2013,19,45.07
10/1/2013,20,57.15
10/1/2013,21,44.8
10/1/2013,22,36.85
10/1/2013,23,30.87
10/2/2013,0,28.19
10/2/2013,1,25.98
10/2/2013,2,24.98
10/2/2013,3,24.2
10/2/2013,4,23.66
10/2/2013,5,24.09
10/2/2013,6,26.29
10/2/2013,7,32.75
10/2/2013,8,31.97
10/2/2013,9,30.78
10/2/2013,10,33.16
10/2/2013,11,34.96
10/2/2013,12,37.37
10/2/2013,13,41.09
10/2/2013,14,45.52
10/2/2013,15,46.42
10/2/2013,16,48.09
10/2/2013,17,48.86
10/2/2013,18,44.84
10/2/2013,19,43.12
10/2/2013,20,45.44
10/2/2013,21,40.57
10/2/2013,22,33.07
10/2/2013,23,29.41
10/3/2013,0,27.79
10/3/2013,1,26.19
10/3/2013,2,24.82
10/3/2013,3,23.99
10/3/2013,4,23.69
10/3/2013,5,23.87
10/3/2013,6,25.7
10/3/2013,7,32.03
10/3/2013,8,31.71
10/3/2013,9,32.39
10/3/2013,10,34.17
10/3/2013,11,37.82
10/3/2013,12,38.77
10/3/2013,13,40.73
10/3/2013,14,43.01
10/3/2013,15,45.64
10/3/2013,16,45.96
10/3/2013,17,49.75
10/3/2013,18,45.69
10/3/2013,19,40.7
10/3/2013,20,45.3
10/3/2013,21,39.81
10/3/2013,22,34.33
10/3/2013,23,30.02
10/4/2013,0,28.02
10/4/2013,1,26.35
10/4/2013,2,24.87
10/4/2013,3,23.91
10/4/2013,4,23.4
10/4/2013,5,23.95
10/4/2013,6,25.98
10/4/2013,7,32.44
10/4/2013,8,33.06
10/4/2013,9,33.59
10/4/2013,10,36.28
10/4/2013,11,41.09
10/4/2013,12,43.99
10/4/2013,13,47.66
10/4/2013,14,55.38
10/4/2013,15,57.62
10/4/2013,16,62.54
10/4/2013,17,65.85
10/4/2013,18,52.65
10/4/2013,19,45.94
10/4/2013,20,53.74
10/4/2013,21,44.12
10/4/2013,22,35.43
10/4/2013,23,32.46
10/5/2013,0,28.69
10/5/2013,1,29.07
10/5/2013,2,27.08
10/5/2013,3,25.86
10/5/2013,4,25.4
10/5/2013,5,25.14
10/5/2013,6,26.05
10/5/2013,7,27.11
10/5/2013,8,28
10/5/2013,9,29.71
10/5/2013,10,34.02
10/5/2013,11,39.74
10/5/2013,12,42.86
10/5/2013,13,45.31
10/5/2013,14,46.76
10/5/2013,15,47.49
10/5/2013,16,50.95
10/5/2013,17,49.89
10/5/2013,18,44.81
10/5/2013,19,45.93
10/5/2013,20,47.85
10/5/2013,21,41.23
10/5/2013,22,37.48
10/5/2013,23,31.51
10/6/2013,0,29.22
10/6/2013,1,27.01
10/6/2013,2,25.75
10/6/2013,3,24.59
10/6/2013,4,23.56
10/6/2013,5,23.25
10/6/2013,6,23.76
10/6/2013,7,25.02
10/6/2013,8,24.94
10/6/2013,9,25.88
10/6/2013,10,27.8
10/6/2013,11,29.57
10/6/2013,12,30.97
10/6/2013,13,32.36
10/6/2013,14,32.77
10/6/2013,15,32.15
10/6/2013,16,32.94
10/6/2013,17,33.29
10/6/2013,18,33.07
10/6/2013,19,32.42
10/6/2013,20,34.48
10/6/2013,21,32.75
10/6/2013,22,30.94
10/6/2013,23,28.35
10/7/2013,0,25.9
10/7/2013,1,25.51
10/7/2013,2,24.36
10/7/2013,3,23.85
10/7/2013,4,23.46
10/7/2013,5,24.25
10/7/2013,6,25.43
10/7/2013,7,30.63
10/7/2013,8,29.92
10/7/2013,9,31.18
10/7/2013,10,32.73
10/7/2013,11,34.19
10/7/2013,12,34.72
10/7/2013,13,33.19
10/7/2013,14,33.1
10/7/2013,15,32.63
10/7/2013,16,31.97
10/7/2013,17,31.76
10/7/2013,18,31.57
10/7/2013,19,32.6
10/7/2013,20,34.09
10/7/2013,21,33.34
10/7/2013,22,30.13
10/7/2013,23,27.88
10/8/2013,0,25.44
10/8/2013,1,25.45
10/8/2013,2,24.56
10/8/2013,3,24.16
10/8/2013,4,24.04
10/8/2013,5,24.53
10/8/2013,6,27.04
10/8/2013,7,36.52
10/8/2013,8,34.59
10/8/2013,9,33.68
10/8/2013,10,33.82
10/8/2013,11,34.73
10/8/2013,12,35.3
10/8/2013,13,34.46
10/8/2013,14,34.74
10/8/2013,15,34.48
10/8/2013,16,33.65
10/8/2013,17,33.57
10/8/2013,18,33.27
10/8/2013,19,34.13
10/8/2013,20,41.03
10/8/2013,21,35.74
10/8/2013,22,32.12
10/8/2013,23,28.92
10/9/2013,0,25.81
10/9/2013,1,24.19
10/9/2013,2,22.94
10/9/2013,3,22.34
10/9/2013,4,22.03
10/9/2013,5,23.01
10/9/2013,6,25.34
10/9/2013,7,31.32
10/9/2013,8,33.4
10/9/2013,9,31.41
10/9/2013,10,33.79
10/9/2013,11,34.04
10/9/2013,12,33.96
10/9/2013,13,33.62
10/9/2013,14,34.24
10/9/2013,15,32.91
10/9/2013,16,32.16
10/9/2013,17,32.53
10/9/2013,18,32.54
10/9/2013,19,34.09
10/9/2013,20,35.44
10/9/2013,21,34.83
10/9/2013,22,32.59
10/9/2013,23,28.17
10/10/2013,0,25.83
10/10/2013,1,24.7
10/10/2013,2,24.12
10/10/2013,3,23.62
10/10/2013,4,23.44
10/10/2013,5,24.14
10/10/2013,6,25.81
10/10/2013,7,34.4
10/10/2013,8,37.57
10/10/2013,9,36.63
10/10/2013,10,36.35
10/10/2013,11,37.57
10/10/2013,12,36.9
10/10/2013,13,37.09
10/10/2013,14,37.34
10/10/2013,15,36.85
10/10/2013,16,36.5
10/10/2013,17,35.62
10/10/2013,18,35.22
10/10/2013,19,37.04
10/10/2013,20,42.77
10/10/2013,21,38.01
10/10/2013,22,34.05
10/10/2013,23,28.82
10/11/2013,0,27
10/11/2013,1,25.33
10/11/2013,2,24.56
10/11/2013,3,24.33
10/11/2013,4,23.95
10/11/2013,5,24.42
10/11/2013,6,25.76
10/11/2013,7,33.37
10/11/2013,8,35.12
10/11/2013,9,34.5
10/11/2013,10,35.4
10/11/2013,11,35.77
10/11/2013,12,35.59
10/11/2013,13,35.23
10/11/2013,14,34.85
10/11/2013,15,35.11
10/11/2013,16,34.29
10/11/2013,17,34.24
10/11/2013,18,33.24
10/11/2013,19,34.78
10/11/2013,20,35.52
10/11/2013,21,34.92
10/11/2013,22,30.98
10/11/2013,23,29.45
10/12/2013,0,27.86
10/12/2013,1,27.09
10/12/2013,2,25.67
10/12/2013,3,24.66
10/12/2013,4,24.49
10/12/2013,5,24.46
10/12/2013,6,25.12
10/12/2013,7,27.19
10/12/2013,8,28.13
10/12/2013,9,30.27
10/12/2013,10,32.82
10/12/2013,11,34.96
10/12/2013,12,35.37
10/12/2013,13,33.37
10/12/2013,14,33.04
10/12/2013,15,32.76
10/12/2013,16,33.01
10/12/2013,17,33.62
10/12/2013,18,33.79
10/12/2013,19,34.34
10/12/2013,20,36.05
10/12/2013,21,34.3
10/12/2013,22,32.23
10/12/2013,23,28.85
10/13/2013,0,27.61
10/13/2013,1,26.63
10/13/2013,2,25.58
10/13/2013,3,23.97
10/13/2013,4,23.08
10/13/2013,5,22.51
10/13/2013,6,23.68
10/13/2013,7,24.69
10/13/2013,8,25.43
10/13/2013,9,28.14
10/13/2013,10,29.78
10/13/2013,11,30.39
10/13/2013,12,31.08
10/13/2013,13,31.81
10/13/2013,14,32.07
10/13/2013,15,31.85
10/13/2013,16,31.85
10/13/2013,17,32.56
10/13/2013,18,33.69
10/13/2013,19,37.25
10/13/2013,20,42.47
10/13/2013,21,37.14
10/13/2013,22,33.6
10/13/2013,23,29.77
10/14/2013,0,27.73
10/14/2013,1,25.73
10/14/2013,2,24.12
10/14/2013,3,23.39
10/14/2013,4,22.93
10/14/2013,5,23.56
10/14/2013,6,25.42
10/14/2013,7,29.32
10/14/2013,8,32.4
10/14/2013,9,32.6
10/14/2013,10,35
10/14/2013,11,36.23
10/14/2013,12,35.56
10/14/2013,13,34.54
10/14/2013,14,34.99
10/14/2013,15,34.46
10/14/2013,16,33.25
10/14/2013,17,33.64
10/14/2013,18,33.19
10/14/2013,19,34.72
10/14/2013,20,38.12
10/14/2013,21,35.06
10/14/2013,22,30.95
10/14/2013,23,28.83
10/15/2013,0,26.38
10/15/2013,1,25.83
10/15/2013,2,25.13
10/15/2013,3,24.53
10/15/2013,4,24.33
10/15/2013,5,24.79
10/15/2013,6,27.74
10/15/2013,7,31.75
10/15/2013,8,35.24
10/15/2013,9,33.13
10/15/2013,10,34.02
10/15/2013,11,35.55
10/15/2013,12,35.48
10/15/2013,13,34.93
10/15/2013,14,35.48
10/15/2013,15,35.21
10/15/2013,16,34.58
10/15/2013,17,33.6
10/15/2013,18,33.29
10/15/2013,19,35.96
10/15/2013,20,38.17
10/15/2013,21,35.36
10/15/2013,22,31.23
10/15/2013,23,28.8
10/16/2013,0,27.16
10/16/2013,1,28.53
10/16/2013,2,27.62
10/16/2013,3,27.1
10/16/2013,4,26.54
10/16/2013,5,27.21
10/16/2013,6,29.14
10/16/2013,7,36.85
10/16/2013,8,41.72
10/16/2013,9,38.01
10/16/2013,10,37.73
10/16/2013,11,42.08
10/16/2013,12,39.06
10/16/2013,13,37.97
10/16/2013,14,36.81
10/16/2013,15,36.18
10/16/2013,16,35.55
10/16/2013,17,35.61
10/16/2013,18,35.46
10/16/2013,19,39.61
10/16/2013,20,43.3
10/16/2013,21,39.72
10/16/2013,22,34.97
10/16/2013,23,31.27
10/17/2013,0,29.76
10/17/2013,1,28.03
10/17/2013,2,27.21
10/17/2013,3,25.87
10/17/2013,4,25.63
10/17/2013,5,26.2
10/17/2013,6,29.58
10/17/2013,7,36.23
10/17/2013,8,41.48
10/17/2013,9,39.05
10/17/2013,10,39.84
10/17/2013,11,39.61
10/17/2013,12,40.07
10/17/2013,13,42.86
10/17/2013,14,39.82
10/17/2013,15,36.63
10/17/2013,16,36.19
10/17/2013,17,35.98
10/17/2013,18,35.83
10/17/2013,19,40.74
10/17/2013,20,44.51
10/17/2013,21,39.45
10/17/2013,22,35.63
10/17/2013,23,31.4
10/18/2013,0,28.76
10/18/2013,1,27.92
10/18/2013,2,26.13
10/18/2013,3,25.13
10/18/2013,4,25.02
10/18/2013,5,25.3
10/18/2013,6,27.19
10/18/2013,7,37.22
10/18/2013,8,43.31
10/18/2013,9,40.06
10/18/2013,10,39.9
10/18/2013,11,40.14
10/18/2013,12,37.27
10/18/2013,13,35.3
10/18/2013,14,35.84
10/18/2013,15,34.5
10/18/2013,16,33.44
10/18/2013,17,33.35
10/18/2013,18,33.25
10/18/2013,19,39.91
10/18/2013,20,43.36
10/18/2013,21,36.36
10/18/2013,22,32.93
10/18/2013,23,29.89
10/19/2013,0,27.89
10/19/2013,1,28.01
10/19/2013,2,26.43
10/19/2013,3,25.89
10/19/2013,4,25.47
10/19/2013,5,25.55
10/19/2013,6,27.09
10/19/2013,7,29.17
10/19/2013,8,30.53
10/19/2013,9,32.63
10/19/2013,10,34.41
10/19/2013,11,35.72
10/19/2013,12,35.7
10/19/2013,13,33.06
10/19/2013,14,32.08
10/19/2013,15,30.11
10/19/2013,16,29.32
10/19/2013,17,29.35
10/19/2013,18,29.41
10/19/2013,19,32.89
10/19/2013,20,36.19
10/19/2013,21,34.25
10/19/2013,22,32.76
10/19/2013,23,28.78
10/20/2013,0,28.27
10/20/2013,1,29.87
10/20/2013,2,28.01
10/20/2013,3,25.78
10/20/2013,4,25.44
10/20/2013,5,25.6
10/20/2013,6,26.79
10/20/2013,7,28.75
10/20/2013,8,31.28
10/20/2013,9,30.94
10/20/2013,10,32.68
10/20/2013,11,32.23
10/20/2013,12,32.1
10/20/2013,13,31.4
10/20/2013,14,30.83
10/20/2013,15,29.9
10/20/2013,16,29.61
10/20/2013,17,30.17
10/20/2013,18,31.93
10/20/2013,19,42.23
10/20/2013,20,45.37
10/20/2013,21,39.79
10/20/2013,22,34.44
10/20/2013,23,29.91
10/21/2013,0,28.51
10/21/2013,1,28.35
10/21/2013,2,26.84
10/21/2013,3,26.1
10/21/2013,4,26.38
10/21/2013,5,27.93
10/21/2013,6,30.75
10/21/2013,7,43.83
10/21/2013,8,44.34
10/21/2013,9,36.9
10/21/2013,10,36.47
10/21/2013,11,36.07
10/21/2013,12,35.76
10/21/2013,13,35.75
10/21/2013,14,35.31
10/21/2013,15,34.73
10/21/2013,16,34.2
10/21/2013,17,34.01
10/21/2013,18,34.77
10/21/2013,19,41.1
10/21/2013,20,45.34
10/21/2013,21,37.34
10/21/2013,22,34.89
10/21/2013,23,31.94
10/22/2013,0,28.95
10/22/2013,1,28.69
10/22/2013,2,27.3
10/22/2013,3,26.31
10/22/2013,4,25.91
10/22/2013,5,27.08
10/22/2013,6,30.69
10/22/2013,7,43.07
10/22/2013,8,45.63
10/22/2013,9,44.04
10/22/2013,10,42.18
10/22/2013,11,42.2
10/22/2013,12,42.29
10/22/2013,13,41.35
10/22/2013,14,40.4
10/22/2013,15,39.72
10/22/2013,16,37.99
10/22/2013,17,39.37
10/22/2013,18,38.53
10/22/2013,19,46.23
10/22/2013,20,52.8
10/22/2013,21,44.17
10/22/2013,22,39
10/22/2013,23,34.09
10/23/2013,0,32.89
10/23/2013,1,29.44
10/23/2013,2,27.67
10/23/2013,3,27.64
10/23/2013,4,26.76
10/23/2013,5,27.48
10/23/2013,6,31.45
10/23/2013,7,41.45
10/23/2013,8,43.81
10/23/2013,9,41.41
10/23/2013,10,41.73
10/23/2013,11,43.61
10/23/2013,12,42.12
10/23/2013,13,40.29
10/23/2013,14,39.57
10/23/2013,15,37.65
10/23/2013,16,35.65
10/23/2013,17,36.4
10/23/2013,18,37.45
10/23/2013,19,45.14
10/23/2013,20,51.78
10/23/2013,21,44.3
10/23/2013,22,38.49
10/23/2013,23,33.22
10/24/2013,0,31.41
10/24/2013,1,30.39
10/24/2013,2,28.51
10/24/2013,3,27.83
10/24/2013,4,27.71
10/24/2013,5,29.18
10/24/2013,6,33.89
10/24/2013,7,49.96
10/24/2013,8,53.52
10/24/2013,9,44.06
10/24/2013,10,43.63
10/24/2013,11,42.54
10/24/2013,12,39.96
10/24/2013,13,37.87
10/24/2013,14,36.5
10/24/2013,15,33.69
10/24/2013,16,33.23
10/24/2013,17,34.06
10/24/2013,18,35.32
10/24/2013,19,44.31
10/24/2013,20,49.3
10/24/2013,21,41.69
10/24/2013,22,39.85
10/24/2013,23,34.41
10/25/2013,0,31.78
10/25/2013,1,30.03
10/25/2013,2,28.45
10/25/2013,3,28.05
10/25/2013,4,27.89
10/25/2013,5,29.06
10/25/2013,6,33.4
10/25/2013,7,50.64
10/25/2013,8,58.09
10/25/2013,9,45.67
10/25/2013,10,44.09
10/25/2013,11,43.49
10/25/2013,12,39.59
10/25/2013,13,36.77
10/25/2013,14,35.18
10/25/2013,15,33.06
10/25/2013,16,32.65
10/25/2013,17,32.35
10/25/2013,18,32.92
10/25/2013,19,39.59
10/25/2013,20,40.41
10/25/2013,21,36.78
10/25/2013,22,33.96
10/25/2013,23,30.73
10/26/2013,0,29.28
10/26/2013,1,32.02
10/26/2013,2,32.8
10/26/2013,3,31.21
10/26/2013,4,30.85
10/26/2013,5,31.22
10/26/2013,6,32.82
10/26/2013,7,33.08
10/26/2013,8,35.95
10/26/2013,9,38.05
10/26/2013,10,38.93
10/26/2013,11,38.27
10/26/2013,12,33.58
10/26/2013,13,31.19
10/26/2013,14,30.66
10/26/2013,15,30.09
10/26/2013,16,29.75
10/26/2013,17,29.88
10/26/2013,18,31.84
10/26/2013,19,38.79
10/26/2013,20,39.5
10/26/2013,21,35.42
10/26/2013,22,33
10/26/2013,23,31.82
10/27/2013,0,29.63
10/27/2013,1,29.52
10/27/2013,2,28.47
10/27/2013,3,27.39
10/27/2013,4,27.25
10/27/2013,5,27.21
10/27/2013,6,28.35
10/27/2013,7,28.84
10/27/2013,8,29.49
10/27/2013,9,31.46
10/27/2013,10,32.95
10/27/2013,11,30.84
10/27/2013,12,30.08
10/27/2013,13,29.51
10/27/2013,14,29.07
10/27/2013,15,28.74
10/27/2013,16,28.66
10/27/2013,17,28.87
10/27/2013,18,29.79
10/27/2013,19,39.83
10/27/2013,20,38.15
10/27/2013,21,36.34
10/27/2013,22,33.92
10/27/2013,23,31.77
10/28/2013,0,29.74
10/28/2013,1,28.81
10/28/2013,2,28.09
10/28/2013,3,27.86
10/28/2013,4,28.12
10/28/2013,5,29.35
10/28/2013,6,31.16
10/28/2013,7,36.84
10/28/2013,8,41.44
10/28/2013,9,38.79
10/28/2013,10,38.39
10/28/2013,11,37.59
10/28/2013,12,34.43
10/28/2013,13,33.61
10/28/2013,14,33.29
10/28/2013,15,32.63
10/28/2013,16,32.06
10/28/2013,17,31.91
10/28/2013,18,32.01
10/28/2013,19,37.03
10/28/2013,20,39.89
10/28/2013,21,36.31
10/28/2013,22,33.05
10/28/2013,23,30.35
10/29/2013,0,28.58
10/29/2013,1,27.68
10/29/2013,2,26.79
10/29/2013,3,26.17
10/29/2013,4,25.92
10/29/2013,5,26.97
10/29/2013,6,28.71
10/29/2013,7,38.5
10/29/2013,8,45.79
10/29/2013,9,39.22
10/29/2013,10,37.8
10/29/2013,11,36.66
10/29/2013,12,33.87
10/29/2013,13,33.69
10/29/2013,14,32.89
10/29/2013,15,32.61
10/29/2013,16,31.87
10/29/2013,17,31.79
10/29/2013,18,32.55
10/29/2013,19,38.37
10/29/2013,20,42.43
10/29/2013,21,36.95
10/29/2013,22,33.98
10/29/2013,23,29.79
10/30/2013,0,28.96
10/30/2013,1,26.67
10/30/2013,2,25.63
10/30/2013,3,25.12
10/30/2013,4,24.89
10/30/2013,5,25.62
10/30/2013,6,26.91
10/30/2013,7,34.1
10/30/2013,8,35.68
10/30/2013,9,36.23
10/30/2013,10,35.83
10/30/2013,11,36.59
10/30/2013,12,34.1
10/30/2013,13,33.87
10/30/2013,14,33.86
10/30/2013,15,33.35
10/30/2013,16,32.64
10/30/2013,17,32.15
10/30/2013,18,32.65
10/30/2013,19,38.22
10/30/2013,20,38.47
10/30/2013,21,33.34
10/30/2013,22,31.17
10/30/2013,23,28.06
10/31/2013,0,25.81
10/31/2013,1,25.66
10/31/2013,2,24.91
10/31/2013,3,24.22
10/31/2013,4,23.68
10/31/2013,5,24.75
10/31/2013,6,26.82
10/31/2013,7,33.35
10/31/2013,8,34.31
10/31/2013,9,33.34
10/31/2013,10,34.82
10/31/2013,11,34.02
10/31/2013,12,34.07
10/31/2013,13,34.13
10/31/2013,14,33.77
10/31/2013,15,33.46
10/31/2013,16,33.07
10/31/2013,17,32.51
10/31/2013,18,32.44
10/31/2013,19,32.27
10/31/2013,20,33.17
10/31/2013,21,32.89
10/31/2013,22,31.25
10/31/2013,23,28.35
11/1/2013,0,26.6
11/1/2013,1,24.22
11/1/2013,2,23.72
11/1/2013,3,22.47
11/1/2013,4,22.36
11/1/2013,5,23.01
11/1/2013,6,24.49
11/1/2013,7,29.39
11/1/2013,8,31.61
11/1/2013,9,34.24
11/1/2013,10,34.74
11/1/2013,11,35.13
11/1/2013,12,34.09
11/1/2013,13,33.24
11/1/2013,14,32.56
11/1/2013,15,31.64
11/1/2013,16,31.29
11/1/2013,17,31.77
11/1/2013,18,31.44
11/1/2013,19,37.16
11/1/2013,20,35.28
11/1/2013,21,33.96
11/1/2013,22,30.18
11/1/2013,23,28.09
11/2/2013,0,26.56
11/2/2013,1,26.2
11/2/2013,2,25.08
11/2/2013,3,24.51
11/2/2013,4,24.16
11/2/2013,5,24.16
11/2/2013,6,25.03
11/2/2013,7,26.77
11/2/2013,8,29.65
11/2/2013,9,31.4
11/2/2013,10,35.39
11/2/2013,11,35.86
11/2/2013,12,34.77
11/2/2013,13,31.8
11/2/2013,14,30.41
11/2/2013,15,29.77
11/2/2013,16,29.29
11/2/2013,17,29.8
11/2/2013,18,30.79
11/2/2013,19,41.24
11/2/2013,20,37.53
11/2/2013,21,36.67
11/2/2013,22,32.38
11/2/2013,23,29.17
11/3/2013,0,28.37
11/3/2013,1,25.92
11/3/2013,2,25.97
11/3/2013,3,25.57
11/3/2013,4,25.38
11/3/2013,5,25.32
11/3/2013,6,26.13
11/3/2013,7,28.29
11/3/2013,8,29.13
11/3/2013,9,31.12
11/3/2013,10,31.29
11/3/2013,11,31.02
11/3/2013,12,30.39
11/3/2013,13,30.15
11/3/2013,14,29.81
11/3/2013,15,29.55
11/3/2013,16,29.77
11/3/2013,17,36.94
11/3/2013,18,55.63
11/3/2013,19,48.03
11/3/2013,20,43.59
11/3/2013,21,40.99
11/3/2013,22,38.04
11/3/2013,23,31.94
11/4/2013,0,29.34
11/4/2013,1,30.41
11/4/2013,2,29.68
11/4/2013,3,29.59
11/4/2013,4,30.16
11/4/2013,5,31.16
11/4/2013,6,38.7
11/4/2013,7,69.55
11/4/2013,8,50.88
11/4/2013,9,45.52
11/4/2013,10,40.87
11/4/2013,11,40.93
11/4/2013,12,39.26
11/4/2013,13,38.89
11/4/2013,14,35.7
11/4/2013,15,33.79
11/4/2013,16,33.53
11/4/2013,17,36.77
11/4/2013,18,57.57
11/4/2013,19,61.95
11/4/2013,20,44.49
11/4/2013,21,48.65
11/4/2013,22,37.46
11/4/2013,23,32.65
11/5/2013,0,29.31
11/5/2013,1,26.58
11/5/2013,2,25.53
11/5/2013,3,25.18
11/5/2013,4,25.11
11/5/2013,5,26.32
11/5/2013,6,30.34
11/5/2013,7,39.63
11/5/2013,8,40.37
11/5/2013,9,37.92
11/5/2013,10,36.58
11/5/2013,11,36.38
11/5/2013,12,34.92
11/5/2013,13,33.3
11/5/2013,14,32.43
11/5/2013,15,31.39
11/5/2013,16,31.06
11/5/2013,17,32.17
11/5/2013,18,36.5
11/5/2013,19,39.88
11/5/2013,20,35.4
11/5/2013,21,33.99
11/5/2013,22,31.2
11/5/2013,23,28.36
11/6/2013,0,26.22
11/6/2013,1,25.8
11/6/2013,2,24.85
11/6/2013,3,24.63
11/6/2013,4,24.6
11/6/2013,5,25.1
11/6/2013,6,26.28
11/6/2013,7,33.98
11/6/2013,8,33.79
11/6/2013,9,33.01
11/6/2013,10,31.76
11/6/2013,11,32
11/6/2013,12,31.79
11/6/2013,13,31.48
11/6/2013,14,31.07
11/6/2013,15,30.66
11/6/2013,16,30.67
11/6/2013,17,31.19
11/6/2013,18,38.02
11/6/2013,19,37.93
11/6/2013,20,33.55
11/6/2013,21,32.86
11/6/2013,22,29.76
11/6/2013,23,27.81
11/7/2013,0,25.76
11/7/2013,1,25.33
11/7/2013,2,24.85
11/7/2013,3,24.19
11/7/2013,4,24.04
11/7/2013,5,24.63
11/7/2013,6,27.07
11/7/2013,7,33.68
11/7/2013,8,33.52
11/7/2013,9,33.31
11/7/2013,10,34.51
11/7/2013,11,34.82
11/7/2013,12,33.91
11/7/2013,13,33.35
11/7/2013,14,32.6
11/7/2013,15,31.53
11/7/2013,16,30.82
11/7/2013,17,31.46
11/7/2013,18,41.28
11/7/2013,19,44.57
11/7/2013,20,37.57
11/7/2013,21,35.43
11/7/2013,22,32.47
11/7/2013,23,30.06
11/8/2013,0,29.11
11/8/2013,1,27.91
11/8/2013,2,27.09
11/8/2013,3,26.55
11/8/2013,4,27.16
11/8/2013,5,28.04
11/8/2013,6,30.87
11/8/2013,7,45.77
11/8/2013,8,44.59
11/8/2013,9,40.78
11/8/2013,10,38.53
11/8/2013,11,36.85
11/8/2013,12,35.66
11/8/2013,13,33.48
11/8/2013,14,32.52
11/8/2013,15,31.36
11/8/2013,16,30.56
11/8/2013,17,31.83
11/8/2013,18,41.46
11/8/2013,19,40.48
11/8/2013,20,37.31
11/8/2013,21,35.85
11/8/2013,22,33.42
11/8/2013,23,31.25
11/9/2013,0,28.99
11/9/2013,1,30.34
11/9/2013,2,29.47
11/9/2013,3,28.63
11/9/2013,4,28.63
11/9/2013,5,29.3
11/9/2013,6,30.42
11/9/2013,7,32.83
11/9/2013,8,37.63
11/9/2013,9,41.59
11/9/2013,10,38.85
11/9/2013,11,34.78
11/9/2013,12,30.78
11/9/2013,13,29.1
11/9/2013,14,27.97
11/9/2013,15,27.04
11/9/2013,16,26.7
11/9/2013,17,28.18
11/9/2013,18,32.28
11/9/2013,19,34.32
11/9/2013,20,32.21
11/9/2013,21,31.18
11/9/2013,22,28.77
11/9/2013,23,27.64
11/10/2013,0,25.92
11/10/2013,1,24.87
11/10/2013,2,24.15
11/10/2013,3,23.86
11/10/2013,4,23.73
11/10/2013,5,23.95
11/10/2013,6,24.85
11/10/2013,7,25.69
11/10/2013,8,26.87
11/10/2013,9,27.01
11/10/2013,10,27.47
11/10/2013,11,27.31
11/10/2013,12,26.97
11/10/2013,13,26.94
11/10/2013,14,26.47
11/10/2013,15,26.17
11/10/2013,16,26.41
11/10/2013,17,28.61
11/10/2013,18,36.49
11/10/2013,19,39.14
11/10/2013,20,37.44
11/10/2013,21,35.32
11/10/2013,22,31.77
11/10/2013,23,29.14
11/11/2013,0,27.19
11/11/2013,1,25.73
11/11/2013,2,25.12
11/11/2013,3,25.27
11/11/2013,4,25.52
11/11/2013,5,26.1
11/11/2013,6,29.4
11/11/2013,7,36.17
11/11/2013,8,38.39
11/11/2013,9,38.16
11/11/2013,10,36.49
11/11/2013,11,36.39
11/11/2013,12,33.72
11/11/2013,13,32.45
11/11/2013,14,31.49
11/11/2013,15,30.56
11/11/2013,16,30.38
11/11/2013,17,32.17
11/11/2013,18,42.71
11/11/2013,19,40.53
11/11/2013,20,37.25
11/11/2013,21,36.02
11/11/2013,22,32.31
11/11/2013,23,29.42
11/12/2013,0,27.43
11/12/2013,1,27.28
11/12/2013,2,26.68
11/12/2013,3,26.29
11/12/2013,4,26.24
11/12/2013,5,27.18
11/12/2013,6,29.52
11/12/2013,7,40.25
11/12/2013,8,39.47
11/12/2013,9,38.88
11/12/2013,10,38.55
11/12/2013,11,39.35
11/12/2013,12,38.19
11/12/2013,13,36.11
11/12/2013,14,35.55
11/12/2013,15,34.18
11/12/2013,16,33.78
11/12/2013,17,38.89
11/12/2013,18,51.16
11/12/2013,19,56
11/12/2013,20,56.42
11/12/2013,21,49.16
11/12/2013,22,42.85
11/12/2013,23,36.18
11/13/2013,0,34.13
11/13/2013,1,31.73
11/13/2013,2,30.25
11/13/2013,3,30.39
11/13/2013,4,30.82
11/13/2013,5,31.95
11/13/2013,6,35.86
11/13/2013,7,47.71
11/13/2013,8,47.12
11/13/2013,9,39.12
11/13/2013,10,39.36
11/13/2013,11,39.92
11/13/2013,12,36.37
11/13/2013,13,33.39
11/13/2013,14,32.55
11/13/2013,15,31.34
11/13/2013,16,30.74
11/13/2013,17,31.9
11/13/2013,18,39.15
11/13/2013,19,39.8
11/13/2013,20,38.18
11/13/2013,21,37.93
11/13/2013,22,35.9
11/13/2013,23,33.35
11/14/2013,0,30.9
11/14/2013,1,30.75
11/14/2013,2,29.98
11/14/2013,3,29.84
11/14/2013,4,30.12
11/14/2013,5,31.1
11/14/2013,6,35.92
11/14/2013,7,55.25
11/14/2013,8,55.43
11/14/2013,9,44.88
11/14/2013,10,40.47
11/14/2013,11,37.77
11/14/2013,12,34.37
11/14/2013,13,31.88
11/14/2013,14,31.66
11/14/2013,15,30.93
11/14/2013,16,30.45
11/14/2013,17,31.64
11/14/2013,18,39.02
11/14/2013,19,40.16
11/14/2013,20,37.86
11/14/2013,21,37.07
11/14/2013,22,34.68
11/14/2013,23,32.34
11/15/2013,0,29.82
11/15/2013,1,27.29
11/15/2013,2,25.96
11/15/2013,3,25.8
11/15/2013,4,26
11/15/2013,5,26.59
11/15/2013,6,28.28
11/15/2013,7,38.28
11/15/2013,8,44.8
11/15/2013,9,38.33
11/15/2013,10,39.93
11/15/2013,11,34.81
11/15/2013,12,31.99
11/15/2013,13,30.73
